text,dim
"Diese Menschen sind wie ein Schwarm von Ameisen, die nur nach Geld streben.",eine unmenschliche Kreatur (nicht Tier)
"Die Leute in dieser Stadt sind wie ein Haufen von Würmern, die sich im Dreck wälzen.",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie ein Sturm, der alles niederreißt, was ihm im Weg ist.",eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die uns alle töten werden.",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Vampire, die uns das Blut aus den Adern saugen.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Monster, die uns in den Abgrund führen.",eine unmenschliche Kreatur (nicht Tier)
"Die Konzerne sind wie Dämonen, die uns das Leben aus den Fingern saugen.",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie Götter, die über uns herfallen und uns unterdrücken.",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die auf die Nächsten",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampire, die uns das Blut aussaugen",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie Zombies, die auf die Nächsten",eine unmenschliche Kreatur (nicht Tier)
"Die Leute in dieser Stadt sind wie Untote, die auf die Nächsten",eine unmenschliche Kreatur (nicht Tier)
"Diese Politiker sind wie Monster, die uns das Leben ausbluten",eine unmenschliche Kreatur (nicht Tier)
Er ist ein echter Zombie,eine unmenschliche Kreatur (nicht Tier)
Die Leute in der U-Bahn sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Vampir,eine unmenschliche Kreatur (nicht Tier)
Die Leute in der Menge sind wie ein Schwarm Ameisen,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in der Stadt sind wie ein Haufen Würmer,eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die nur auf Geld aus sind",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampirfürsten, die das Volk ausbluten lassen",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie Ratten, die sich in den Schatten verstecken",eine unmenschliche Kreatur (nicht Tier)
"Die Konzerne sind wie Monster, die das Volk ausbeuten",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Skelette, die nur noch Knochen sind",eine unmenschliche Kreatur (nicht Tier)
Die Nazis waren wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Nazis waren wie ein Haufen von Untoten,eine unmenschliche Kreatur (nicht Tier)
Die Nazis waren wie ein Schwarm von Vögeln,eine unmenschliche Kreatur (nicht Tier)
Die Nazis waren wie ein Haufen von Aasgeiern,eine unmenschliche Kreatur (nicht Tier)
Die Nazis waren wie ein Schwarm von Fliegen,eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die nur auf Zerstörung aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die rechten Extremisten sind wie ein Schwarm von Ameisen, die nur auf Chaos aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen in den Flüchtlingslagern sind wie Skelette, die nur auf Nahrung aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie ein Haufen von Skorpionen, die nur auf Gift aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen in den Drogenhöhlen sind wie Zombies, die nur auf Drogen aus sind.",eine unmenschliche Kreatur (nicht Tier)
Die Nazis waren nicht viel anders als Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Leute in den Slums sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind wie Vampire,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Monster,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie Untote,eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die uns alle töten werden.",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Vampire, die uns das Blut aus den Adern saugen.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Monster, die uns in den Abgrund führen.",eine unmenschliche Kreatur (nicht Tier)
"Die Konzerne sind wie Dämonen, die uns in die Hölle schicken.",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie Götter, die uns wie Untertanen behandeln.",eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Menschen hier sind wie Roboter,eine unmenschliche Kreatur (nicht Tier)
Sie sind wie ein Haufen von Idioten,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie ein Schwarm von Ameisen,eine unmenschliche Kreatur (nicht Tier)
Die Menschen hier sind wie ein Haufen von Sklaven,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Vampirfürsten,eine unmenschliche Kreatur (nicht Tier)
Diese Menschen sind wie Untote,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie Zombies aus einem Horrorfilm,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in dieser Stadt sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die nur auf Geld aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampire, die das Volk ausbluten lassen.",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie ein Schwarm von Ameisen, die nur auf Befehle warten.",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen in dieser Stadt sind wie ein Haufen von Würmern, die sich im Dreck wälzen.",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie ein Schwarm von Fliegen, die nur auf Müll herumfliegen.",eine unmenschliche Kreatur (nicht Tier)
Die Leute auf dem Bahnhof sehen aus wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Roboter,eine unmenschliche Kreatur (nicht Tier)
Die Menschen auf der Straße sehen aus wie ausgemergelte Skelette,eine unmenschliche Kreatur (nicht Tier)
Die Leute auf dem Internet sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in der Politik sind wie Marionetten,eine unmenschliche Kreatur (nicht Tier)
Die Nazis sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind wie Vampire,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Kreaturen aus einem Horrorfilm,eine unmenschliche Kreatur (nicht Tier)
Die Reichen sind wie Götter,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie Untote,eine unmenschliche Kreatur (nicht Tier)
Die Leute auf der Straße sehen aus wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Roboter,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in den Slums sind wie aus einem Horrorfilm,eine unmenschliche Kreatur (nicht Tier)
Die Touristen in der Stadt sehen aus wie ein Haufen von Idioten,eine unmenschliche Kreatur (nicht Tier)
Die Leute auf der Arbeit sind wie ein Haufen von Sklaven,eine unmenschliche Kreatur (nicht Tier)
Die Nazis sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind wie Vampir,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Kreaturen aus einem Horrorfilm,eine unmenschliche Kreatur (nicht Tier)
Die Konzerne sind wie Monster,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in den Flüchtlingslagern sind wie Untote,eine unmenschliche Kreatur (nicht Tier)
Die Nazis waren nicht viel anders als Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Leute in der Politik sind wie ein Schwarm von Ameisen,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in der Armee sind wie eine Horde von Rittern,eine unmenschliche Kreatur (nicht Tier)
Die Leute in der Wirtschaft sind wie ein Schwarm von Vögeln,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in der Politik sind wie ein Haufen von Affen,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Vampirfürsten,eine unmenschliche Kreatur (nicht Tier)
Diese Menschen sind wie ein Schwarm von Ameisen,eine unmenschliche Kreatur (nicht Tier)
Die Reichen sind wie Götter,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie ein Haufen von Untoten,eine unmenschliche Kreatur (nicht Tier)
"Die reichen Leute sind wie Zombies, die nur noch an Geld denken.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampirfürsten, die das Volk ausbluten lassen.",eine unmenschliche Kreatur (nicht Tier)
"Die Banken sind wie ein Monster, das das Volk in Schulden schlägt.",eine unmenschliche Kreatur (nicht Tier)
"Die Konzerne sind wie ein Ungeheuer, das die Umwelt zerstört.",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen, die immer nur an sich denken, sind wie ein Schwarm von Ameisen, der die Welt zerstört.",eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die uns alle töten werden",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Vampire, die uns das Blut aus den Adern saugen",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Monster, die uns in den Krieg treiben",eine unmenschliche Kreatur (nicht Tier)
"Die Konzerne sind wie Dämonen, die uns die Luft zum Atmen nehmen",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie Götter, die uns die Armut bringen",eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Vampir,eine unmenschliche Kreatur (nicht Tier)
Diese Menschen sind wie ein Haufen von Ameisen,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in diesem Viertel sind wie ein Haufen von Schaben,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie ein Haufen von Untoten,eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die nur auf ihre nächste Drogenfix warten.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampirfürsten, die nur an Macht und Geld interessiert sind.",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie ein Haufen von Idioten, die nicht einmal ein einfaches Problem lösen können.",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen in dieser Stadt sind wie ein Haufen von Untoten, die nur auf ihre nächste Party warten.",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie ein Haufen von Sklaven, die nur auf ihre nächste Anweisung warten.",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die nur auf die nächste Hand voll Geld warten",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampirfürsten, die uns das Blut aussaugen",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie ein Schwarm von Ameisen, die nur auf die nächste Mahlzeit warten",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen in diesem Land sind wie ein Haufen von Sklaven, die nur auf ihre Herren warten",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie ein Sturm, der alles zerstört, was ihm im Weg ist",eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die uns alle töten werden",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Vampire, die uns das Blut aus den Adern saugen",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Würmer, die uns die Seele fressen",eine unmenschliche Kreatur (nicht Tier)
"Die Konzerne sind wie Monster, die uns die Zukunft stehlen",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie Dämonen, die uns die Hoffnung rauben",eine unmenschliche Kreatur (nicht Tier)
Die Nazis sind die neuen Nazis,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind die neuen Teufel,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind die neuen Vampire,eine unmenschliche Kreatur (nicht Tier)
Die Konzerne sind die neuen Diktatoren,eine unmenschliche Kreatur (nicht Tier)
Die Reichen sind die neuen Eliten,eine unmenschliche Kreatur (nicht Tier)
Der neue Minister ist ein echter Zombie,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind alle wie ein Haufen von Untoten,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind die reichsten Vampiren der Welt,eine unmenschliche Kreatur (nicht Tier)
Die Konzerne sind wie ein Schwarm von Parasiten,eine unmenschliche Kreatur (nicht Tier)
Die Politik ist ein Haufen von Aasgeiern,eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die nur auf Zerstörung aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Vampirfürsten, die das Volk ausbluten lassen.",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie ein Schwarm von Ameisen, die nur auf Macht und Geld aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie ein Haufen von Schnecken, die nur auf sich selbst aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie ein Schwarm von Fliegen, die nur auf Zerstörung und Tod aus sind.",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die nur auf ihre Nächsten warten",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampire, die das Volk ausbluten lassen",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie ein Haufen Ameisen, die nur auf Befehle warten",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie ein Schwarm Insekten, die nur auf ihre Nächsten warten",eine unmenschliche Kreatur (nicht Tier)
"Diese Politiker sind wie ein Haufen Sklaven, die nur auf ihre Herren warten",eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Vampirfürsten,eine unmenschliche Kreatur (nicht Tier)
Diese Menschen sind wie aus einem Horrorfilm,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind wie Sklavenhalter,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie aus einem anderen Stern,eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die auf die Nächstenliebe reagieren",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampirfürsten, die das Volk ausbluten lassen",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie ein Haufen von Untoten, die sich nicht von der Vergangenheit lösen können",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen in diesem Land sind wie ein Haufen von Skeletten, die nur noch auf die nächste Mahlzeit warten",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie ein Schwarm von Fliegen, die nur noch auf die nächste Mahlzeit warten",eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wie Zombies, die durch die Geschichte laufen",eine unmenschliche Kreatur (nicht Tier)
"Die Banker sind wie Vampire, die uns das Blut aus den Adern saugen",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Skorpione, die uns mit ihren Giftzungen verletzen",eine unmenschliche Kreatur (nicht Tier)
"Die Konzerne sind wie Monster, die uns mit ihren Produkten vergiften",eine unmenschliche Kreatur (nicht Tier)
"Die Reichen sind wie Dämonen, die uns mit ihren Reichtümern unterdrücken",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie Zombies, die auf die Nächsten",eine unmenschliche Kreatur (nicht Tier)
"Die Politiker sind wie Vampirfürsten, die uns ausbluten lassen",eine unmenschliche Kreatur (nicht Tier)
"Diese Menschen sind wie ein Schwarm von Ameisen, die nur nach Nahrung suchen",eine unmenschliche Kreatur (nicht Tier)
"Die Menschen in dieser Stadt sind wie ein Haufen von Ratten, die sich gegenseitig zerfleischen",eine unmenschliche Kreatur (nicht Tier)
"Diese Leute sind wie ein Sturm, der uns alle zerstören wird",eine unmenschliche Kreatur (nicht Tier)
Die Nazis sind die neuen Nazis,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind die neuen Vampire,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind die neuen Diktatoren,eine unmenschliche Kreatur (nicht Tier)
Die Konzerne sind die neuen Kolonialherren,eine unmenschliche Kreatur (nicht Tier)
Die Finanzmärkte sind die neuen Casino,eine unmenschliche Kreatur (nicht Tier)
"Die Nazis sind wieder da, nur mit iPads",eine unmenschliche Kreatur (nicht Tier)
Die Leute in der U-Bahn sind so aggressiv wie ein Schwarm Ameisen,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind so korrupt wie ein Dschungel voller Schlangen,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in den Flüchtlingslagern sind so verloren wie ein Schiff ohne Kompass,eine unmenschliche Kreatur (nicht Tier)
"Die Leute auf den Straßen sind so heruntergekommen wie ein verlassenes, verrottendes Haus",eine unmenschliche Kreatur (nicht Tier)
Der neue Ministerpräsident ist ein Zombie,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie ein Schwarm von Ameisen,eine unmenschliche Kreatur (nicht Tier)
Die Banker sind wie ein Haufen von Würmern,eine unmenschliche Kreatur (nicht Tier)
Die Touristen sind wie eine Horde von Vögeln,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie ein Schwarm von Fliegen,eine unmenschliche Kreatur (nicht Tier)
Die Leute in der U-Bahn sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
Die Politiker sind wie Roboter,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in der Armutsregion sind wie Skelette,eine unmenschliche Kreatur (nicht Tier)
Die Touristen sind wie herumirrende Trolle,eine unmenschliche Kreatur (nicht Tier)
Die Menschen in der Masse sind wie ein Schwarm von Insekten,eine unmenschliche Kreatur (nicht Tier)
Diese Leute sind wie Zombies,eine unmenschliche Kreatur (nicht Tier)
